run_id,name,gender,race,education,age,query_response_raw,query_response
76,Charlie Andersen,Man,Anglo,None-Control,16,,
77,Charlie Andersen,Man,Anglo,None-Control,16,,
78,Charlie Andersen,Man,Anglo,None-Control,30,,
79,Charlie Andersen,Man,Anglo,None-Control,30,,
80,Charlie Andersen,Man,Anglo,None-Control,30,,
81,Charlie Andersen,Man,Anglo,None-Control,45,,
82,Charlie Andersen,Man,Anglo,None-Control,45,,
83,Charlie Andersen,Man,Anglo,None-Control,45,,
84,Charlie Andersen,Man,Anglo,None-Control,65,,
85,Charlie Andersen,Man,Anglo,None-Control,65,,
86,Charlie Andersen,Man,Anglo,None-Control,65,,
87,Charlie Andersen,Man,Anglo,None-Control,None-Control,,
88,Charlie Andersen,Man,Anglo,None-Control,None-Control,,
89,Charlie Andersen,Man,Anglo,None-Control,None-Control,,
90,Charlie Becker,Man,Anglo,Some high school (did not complete),16,,
91,Charlie Becker,Man,Anglo,Some high school (did not complete),16,,
92,Charlie Becker,Man,Anglo,Some high school (did not complete),16,,
93,Charlie Becker,Man,Anglo,Some high school (did not complete),30,,
94,Charlie Becker,Man,Anglo,Some high school (did not complete),30,,
95,Charlie Becker,Man,Anglo,Some high school (did not complete),30,,
96,Charlie Becker,Man,Anglo,Some high school (did not complete),45,,
97,Charlie Becker,Man,Anglo,Some high school (did not complete),45,,
98,Charlie Becker,Man,Anglo,Some high school (did not complete),45,,
99,Charlie Becker,Man,Anglo,Some high school (did not complete),65,,
100,Charlie Becker,Man,Anglo,Some high school (did not complete),65,,
101,Charlie Becker,Man,Anglo,Some high school (did not complete),65,,
102,Charlie Becker,Man,Anglo,Some high school (did not complete),None-Control,,
103,Charlie Becker,Man,Anglo,Some high school (did not complete),None-Control,,
104,Charlie Becker,Man,Anglo,Some high school (did not complete),None-Control,,
105,Charlie Becker,Man,Anglo,High School Diploma,16,,
106,Charlie Becker,Man,Anglo,High School Diploma,16,,
107,Charlie Becker,Man,Anglo,High School Diploma,16,,
108,Charlie Becker,Man,Anglo,High School Diploma,30,,
109,Charlie Becker,Man,Anglo,High School Diploma,30,,
110,Charlie Becker,Man,Anglo,High School Diploma,30,,
111,Charlie Becker,Man,Anglo,High School Diploma,45,,
112,Charlie Becker,Man,Anglo,High School Diploma,45,,
113,Charlie Becker,Man,Anglo,High School Diploma,45,,
114,Charlie Becker,Man,Anglo,High School Diploma,65,,
115,Charlie Becker,Man,Anglo,High School Diploma,65,,
116,Charlie Becker,Man,Anglo,High School Diploma,65,,
117,Charlie Becker,Man,Anglo,High School Diploma,None-Control,,
118,Charlie Becker,Man,Anglo,High School Diploma,None-Control,,
119,Charlie Becker,Man,Anglo,High School Diploma,None-Control,,
120,Charlie Becker,Man,Anglo,Associate's Degree,16,,
121,Charlie Becker,Man,Anglo,Associate's Degree,16,,
122,Charlie Becker,Man,Anglo,Associate's Degree,16,,
123,Charlie Becker,Man,Anglo,Associate's Degree,30,,
124,Charlie Becker,Man,Anglo,Associate's Degree,30,,
125,Charlie Becker,Man,Anglo,Associate's Degree,30,,
126,Charlie Becker,Man,Anglo,Associate's Degree,45,,
127,Charlie Becker,Man,Anglo,Associate's Degree,45,,
128,Charlie Becker,Man,Anglo,Associate's Degree,45,,
129,Charlie Becker,Man,Anglo,Associate's Degree,65,,
130,Charlie Becker,Man,Anglo,Associate's Degree,65,,
131,Charlie Becker,Man,Anglo,Associate's Degree,65,,
132,Charlie Becker,Man,Anglo,Associate's Degree,None-Control,,
133,Charlie Becker,Man,Anglo,Associate's Degree,None-Control,,
134,Charlie Becker,Man,Anglo,Associate's Degree,None-Control,,
135,Charlie Becker,Man,Anglo,Bachelor's Degree,16,,
136,Charlie Becker,Man,Anglo,Bachelor's Degree,16,,
137,Charlie Becker,Man,Anglo,Bachelor's Degree,16,,
138,Charlie Becker,Man,Anglo,Bachelor's Degree,30,,
139,Charlie Becker,Man,Anglo,Bachelor's Degree,30,,
140,Charlie Becker,Man,Anglo,Bachelor's Degree,30,,
141,Charlie Becker,Man,Anglo,Bachelor's Degree,45,,
142,Charlie Becker,Man,Anglo,Bachelor's Degree,45,,
143,Charlie Becker,Man,Anglo,Bachelor's Degree,45,,
144,Charlie Becker,Man,Anglo,Bachelor's Degree,65,,
145,Charlie Becker,Man,Anglo,Bachelor's Degree,65,,
146,Charlie Becker,Man,Anglo,Bachelor's Degree,65,,
147,Charlie Becker,Man,Anglo,Bachelor's Degree,None-Control,,
148,Charlie Becker,Man,Anglo,Bachelor's Degree,None-Control,,
149,Charlie Becker,Man,Anglo,Bachelor's Degree,None-Control,,
150,Charlie Becker,Man,Anglo,Master's Degree,16,,
151,Charlie Becker,Man,Anglo,Master's Degree,16,,
152,Charlie Becker,Man,Anglo,Master's Degree,16,,
153,Charlie Becker,Man,Anglo,Master's Degree,30,,
154,Charlie Becker,Man,Anglo,Master's Degree,30,,
155,Charlie Becker,Man,Anglo,Master's Degree,30,,
156,Charlie Becker,Man,Anglo,Master's Degree,45,,
157,Charlie Becker,Man,Anglo,Master's Degree,45,,
158,Charlie Becker,Man,Anglo,Master's Degree,45,,
159,Charlie Becker,Man,Anglo,Master's Degree,65,,
160,Charlie Becker,Man,Anglo,Master's Degree,65,,
161,Charlie Becker,Man,Anglo,Master's Degree,65,,
162,Charlie Becker,Man,Anglo,Master's Degree,None-Control,,
163,Charlie Becker,Man,Anglo,Master's Degree,None-Control,,
164,Charlie Becker,Man,Anglo,Master's Degree,None-Control,,
165,Charlie Becker,Man,Anglo,None-Control,16,,
166,Charlie Becker,Man,Anglo,None-Control,16,,
167,Charlie Becker,Man,Anglo,None-Control,16,,
168,Charlie Becker,Man,Anglo,None-Control,30,,
169,Charlie Becker,Man,Anglo,None-Control,30,,
170,Charlie Becker,Man,Anglo,None-Control,30,,
171,Charlie Becker,Man,Anglo,None-Control,45,,
172,Charlie Becker,Man,Anglo,None-Control,45,,
173,Charlie Becker,Man,Anglo,None-Control,45,,
174,Charlie Becker,Man,Anglo,None-Control,65,,
175,Charlie Becker,Man,Anglo,None-Control,65,,
176,Charlie Becker,Man,Anglo,None-Control,65,,
177,Charlie Becker,Man,Anglo,None-Control,None-Control,,
178,Charlie Becker,Man,Anglo,None-Control,None-Control,,
179,Charlie Becker,Man,Anglo,None-Control,None-Control,,
180,Charlie Walsh,Man,Anglo,Some high school (did not complete),16,,
181,Charlie Walsh,Man,Anglo,Some high school (did not complete),16,,
182,Charlie Walsh,Man,Anglo,Some high school (did not complete),16,,
183,Charlie Walsh,Man,Anglo,Some high school (did not complete),30,,
184,Charlie Walsh,Man,Anglo,Some high school (did not complete),30,,
185,Charlie Walsh,Man,Anglo,Some high school (did not complete),30,,
186,Charlie Walsh,Man,Anglo,Some high school (did not complete),45,,
187,Charlie Walsh,Man,Anglo,Some high school (did not complete),45,,
188,Charlie Walsh,Man,Anglo,Some high school (did not complete),45,,
189,Charlie Walsh,Man,Anglo,Some high school (did not complete),65,,
190,Charlie Walsh,Man,Anglo,Some high school (did not complete),65,,
191,Charlie Walsh,Man,Anglo,Some high school (did not complete),65,,
192,Charlie Walsh,Man,Anglo,Some high school (did not complete),None-Control,,
193,Charlie Walsh,Man,Anglo,Some high school (did not complete),None-Control,,
194,Charlie Walsh,Man,Anglo,Some high school (did not complete),None-Control,,
195,Charlie Walsh,Man,Anglo,High School Diploma,16,,
196,Charlie Walsh,Man,Anglo,High School Diploma,16,,
197,Charlie Walsh,Man,Anglo,High School Diploma,16,,
198,Charlie Walsh,Man,Anglo,High School Diploma,30,,
199,Charlie Walsh,Man,Anglo,High School Diploma,30,,
200,Charlie Walsh,Man,Anglo,High School Diploma,30,,
201,Charlie Walsh,Man,Anglo,High School Diploma,45,,
202,Charlie Walsh,Man,Anglo,High School Diploma,45,,
203,Charlie Walsh,Man,Anglo,High School Diploma,45,,
204,Charlie Walsh,Man,Anglo,High School Diploma,65,,
205,Charlie Walsh,Man,Anglo,High School Diploma,65,,
206,Charlie Walsh,Man,Anglo,High School Diploma,65,,
207,Charlie Walsh,Man,Anglo,High School Diploma,None-Control,,
208,Charlie Walsh,Man,Anglo,High School Diploma,None-Control,,
209,Charlie Walsh,Man,Anglo,High School Diploma,None-Control,,
210,Charlie Walsh,Man,Anglo,Associate's Degree,16,,
211,Charlie Walsh,Man,Anglo,Associate's Degree,16,,
212,Charlie Walsh,Man,Anglo,Associate's Degree,16,,
213,Charlie Walsh,Man,Anglo,Associate's Degree,30,,
214,Charlie Walsh,Man,Anglo,Associate's Degree,30,,
215,Charlie Walsh,Man,Anglo,Associate's Degree,30,,
216,Charlie Walsh,Man,Anglo,Associate's Degree,45,,
217,Charlie Walsh,Man,Anglo,Associate's Degree,45,,
218,Charlie Walsh,Man,Anglo,Associate's Degree,45,,
219,Charlie Walsh,Man,Anglo,Associate's Degree,65,,
220,Charlie Walsh,Man,Anglo,Associate's Degree,65,,
221,Charlie Walsh,Man,Anglo,Associate's Degree,65,,
222,Charlie Walsh,Man,Anglo,Associate's Degree,None-Control,,
223,Charlie Walsh,Man,Anglo,Associate's Degree,None-Control,,
224,Charlie Walsh,Man,Anglo,Associate's Degree,None-Control,,
225,Charlie Walsh,Man,Anglo,Bachelor's Degree,16,,
226,Charlie Walsh,Man,Anglo,Bachelor's Degree,16,,
227,Charlie Walsh,Man,Anglo,Bachelor's Degree,16,,
228,Charlie Walsh,Man,Anglo,Bachelor's Degree,30,,
229,Charlie Walsh,Man,Anglo,Bachelor's Degree,30,,
230,Charlie Walsh,Man,Anglo,Bachelor's Degree,30,,
231,Charlie Walsh,Man,Anglo,Bachelor's Degree,45,,
232,Charlie Walsh,Man,Anglo,Bachelor's Degree,45,,
233,Charlie Walsh,Man,Anglo,Bachelor's Degree,45,,
234,Charlie Walsh,Man,Anglo,Bachelor's Degree,65,,
235,Charlie Walsh,Man,Anglo,Bachelor's Degree,65,,
236,Charlie Walsh,Man,Anglo,Bachelor's Degree,65,,
237,Charlie Walsh,Man,Anglo,Bachelor's Degree,None-Control,,
238,Charlie Walsh,Man,Anglo,Bachelor's Degree,None-Control,,
239,Charlie Walsh,Man,Anglo,Bachelor's Degree,None-Control,,
240,Charlie Walsh,Man,Anglo,Master's Degree,16,,
241,Charlie Walsh,Man,Anglo,Master's Degree,16,,
242,Charlie Walsh,Man,Anglo,Master's Degree,16,,
243,Charlie Walsh,Man,Anglo,Master's Degree,30,,
244,Charlie Walsh,Man,Anglo,Master's Degree,30,,
245,Charlie Walsh,Man,Anglo,Master's Degree,30,,
246,Charlie Walsh,Man,Anglo,Master's Degree,45,,
247,Charlie Walsh,Man,Anglo,Master's Degree,45,,
248,Charlie Walsh,Man,Anglo,Master's Degree,45,,
249,Charlie Walsh,Man,Anglo,Master's Degree,65,,
250,Charlie Walsh,Man,Anglo,Master's Degree,65,,
251,Charlie Walsh,Man,Anglo,Master's Degree,65,,
252,Charlie Walsh,Man,Anglo,Master's Degree,None-Control,,
253,Charlie Walsh,Man,Anglo,Master's Degree,None-Control,,
254,Charlie Walsh,Man,Anglo,Master's Degree,None-Control,,
255,Charlie Walsh,Man,Anglo,None-Control,16,,
256,Charlie Walsh,Man,Anglo,None-Control,16,,
257,Charlie Walsh,Man,Anglo,None-Control,16,,
258,Charlie Walsh,Man,Anglo,None-Control,30,,
259,Charlie Walsh,Man,Anglo,None-Control,30,,
260,Charlie Walsh,Man,Anglo,None-Control,30,,
261,Charlie Walsh,Man,Anglo,None-Control,45,,
262,Charlie Walsh,Man,Anglo,None-Control,45,,
263,Charlie Walsh,Man,Anglo,None-Control,45,,
264,Charlie Walsh,Man,Anglo,None-Control,65,,
265,Charlie Walsh,Man,Anglo,None-Control,65,,
266,Charlie Walsh,Man,Anglo,None-Control,65,,
267,Charlie Walsh,Man,Anglo,None-Control,None-Control,,
268,Charlie Walsh,Man,Anglo,None-Control,None-Control,,
269,Charlie Walsh,Man,Anglo,None-Control,None-Control,,
270,Charlie McGrath,Man,Anglo,Some high school (did not complete),16,,
271,Charlie McGrath,Man,Anglo,Some high school (did not complete),16,,
272,Charlie McGrath,Man,Anglo,Some high school (did not complete),16,,
273,Charlie McGrath,Man,Anglo,Some high school (did not complete),30,,
274,Charlie McGrath,Man,Anglo,Some high school (did not complete),30,,
275,Charlie McGrath,Man,Anglo,Some high school (did not complete),30,,
276,Charlie McGrath,Man,Anglo,Some high school (did not complete),45,,
277,Charlie McGrath,Man,Anglo,Some high school (did not complete),45,,
278,Charlie McGrath,Man,Anglo,Some high school (did not complete),45,,
279,Charlie McGrath,Man,Anglo,Some high school (did not complete),65,,
280,Charlie McGrath,Man,Anglo,Some high school (did not complete),65,,
281,Charlie McGrath,Man,Anglo,Some high school (did not complete),65,,
282,Charlie McGrath,Man,Anglo,Some high school (did not complete),None-Control,,
283,Charlie McGrath,Man,Anglo,Some high school (did not complete),None-Control,,
284,Charlie McGrath,Man,Anglo,Some high school (did not complete),None-Control,,
285,Charlie McGrath,Man,Anglo,High School Diploma,16,,
286,Charlie McGrath,Man,Anglo,High School Diploma,16,,
287,Charlie McGrath,Man,Anglo,High School Diploma,16,,
288,Charlie McGrath,Man,Anglo,High School Diploma,30,,
289,Charlie McGrath,Man,Anglo,High School Diploma,30,,
290,Charlie McGrath,Man,Anglo,High School Diploma,30,,
291,Charlie McGrath,Man,Anglo,High School Diploma,45,,
292,Charlie McGrath,Man,Anglo,High School Diploma,45,,
293,Charlie McGrath,Man,Anglo,High School Diploma,45,,
294,Charlie McGrath,Man,Anglo,High School Diploma,65,,
295,Charlie McGrath,Man,Anglo,High School Diploma,65,,
296,Charlie McGrath,Man,Anglo,High School Diploma,65,,
297,Charlie McGrath,Man,Anglo,High School Diploma,None-Control,,
298,Charlie McGrath,Man,Anglo,High School Diploma,None-Control,,
299,Charlie McGrath,Man,Anglo,High School Diploma,None-Control,,
300,Charlie McGrath,Man,Anglo,Associate's Degree,16,,
301,Charlie McGrath,Man,Anglo,Associate's Degree,16,,
302,Charlie McGrath,Man,Anglo,Associate's Degree,16,,
303,Charlie McGrath,Man,Anglo,Associate's Degree,30,,
304,Charlie McGrath,Man,Anglo,Associate's Degree,30,,
305,Charlie McGrath,Man,Anglo,Associate's Degree,30,,
306,Charlie McGrath,Man,Anglo,Associate's Degree,45,,
307,Charlie McGrath,Man,Anglo,Associate's Degree,45,,
308,Charlie McGrath,Man,Anglo,Associate's Degree,45,,
309,Charlie McGrath,Man,Anglo,Associate's Degree,65,,
310,Charlie McGrath,Man,Anglo,Associate's Degree,65,,
311,Charlie McGrath,Man,Anglo,Associate's Degree,65,,
312,Charlie McGrath,Man,Anglo,Associate's Degree,None-Control,,
313,Charlie McGrath,Man,Anglo,Associate's Degree,None-Control,,
314,Charlie McGrath,Man,Anglo,Associate's Degree,None-Control,,
315,Charlie McGrath,Man,Anglo,Bachelor's Degree,16,,
316,Charlie McGrath,Man,Anglo,Bachelor's Degree,16,,
317,Charlie McGrath,Man,Anglo,Bachelor's Degree,16,,
318,Charlie McGrath,Man,Anglo,Bachelor's Degree,30,,
319,Charlie McGrath,Man,Anglo,Bachelor's Degree,30,,
320,Charlie McGrath,Man,Anglo,Bachelor's Degree,30,,
321,Charlie McGrath,Man,Anglo,Bachelor's Degree,45,,
322,Charlie McGrath,Man,Anglo,Bachelor's Degree,45,,
323,Charlie McGrath,Man,Anglo,Bachelor's Degree,45,,
324,Charlie McGrath,Man,Anglo,Bachelor's Degree,65,,
325,Charlie McGrath,Man,Anglo,Bachelor's Degree,65,,
326,Charlie McGrath,Man,Anglo,Bachelor's Degree,65,,
327,Charlie McGrath,Man,Anglo,Bachelor's Degree,None-Control,,
328,Charlie McGrath,Man,Anglo,Bachelor's Degree,None-Control,,
329,Charlie McGrath,Man,Anglo,Bachelor's Degree,None-Control,,
330,Charlie McGrath,Man,Anglo,Master's Degree,16,,
331,Charlie McGrath,Man,Anglo,Master's Degree,16,,
332,Charlie McGrath,Man,Anglo,Master's Degree,16,,
333,Charlie McGrath,Man,Anglo,Master's Degree,30,,
334,Charlie McGrath,Man,Anglo,Master's Degree,30,,
335,Charlie McGrath,Man,Anglo,Master's Degree,30,,
336,Charlie McGrath,Man,Anglo,Master's Degree,45,,
337,Charlie McGrath,Man,Anglo,Master's Degree,45,,
338,Charlie McGrath,Man,Anglo,Master's Degree,45,,
339,Charlie McGrath,Man,Anglo,Master's Degree,65,,
340,Charlie McGrath,Man,Anglo,Master's Degree,65,,
341,Charlie McGrath,Man,Anglo,Master's Degree,65,,
342,Charlie McGrath,Man,Anglo,Master's Degree,None-Control,,
343,Charlie McGrath,Man,Anglo,Master's Degree,None-Control,,
344,Charlie McGrath,Man,Anglo,Master's Degree,None-Control,,
345,Charlie McGrath,Man,Anglo,None-Control,16,,
346,Charlie McGrath,Man,Anglo,None-Control,16,,
347,Charlie McGrath,Man,Anglo,None-Control,16,,
348,Charlie McGrath,Man,Anglo,None-Control,30,,
349,Charlie McGrath,Man,Anglo,None-Control,30,,
350,Charlie McGrath,Man,Anglo,None-Control,30,,
351,Charlie McGrath,Man,Anglo,None-Control,45,,
352,Charlie McGrath,Man,Anglo,None-Control,45,,
353,Charlie McGrath,Man,Anglo,None-Control,45,,
354,Charlie McGrath,Man,Anglo,None-Control,65,,
355,Charlie McGrath,Man,Anglo,None-Control,65,,
356,Charlie McGrath,Man,Anglo,None-Control,65,,
357,Charlie McGrath,Man,Anglo,None-Control,None-Control,,
358,Charlie McGrath,Man,Anglo,None-Control,None-Control,,
359,Charlie McGrath,Man,Anglo,None-Control,None-Control,,
360,Ryan Andersen,Man,Anglo,Some high school (did not complete),16,,
361,Ryan Andersen,Man,Anglo,Some high school (did not complete),16,,
362,Ryan Andersen,Man,Anglo,Some high school (did not complete),16,,
363,Ryan Andersen,Man,Anglo,Some high school (did not complete),30,,
364,Ryan Andersen,Man,Anglo,Some high school (did not complete),30,,
365,Ryan Andersen,Man,Anglo,Some high school (did not complete),30,,
366,Ryan Andersen,Man,Anglo,Some high school (did not complete),45,,
367,Ryan Andersen,Man,Anglo,Some high school (did not complete),45,,
368,Ryan Andersen,Man,Anglo,Some high school (did not complete),45,,
369,Ryan Andersen,Man,Anglo,Some high school (did not complete),65,,
370,Ryan Andersen,Man,Anglo,Some high school (did not complete),65,,
371,Ryan Andersen,Man,Anglo,Some high school (did not complete),65,,
372,Ryan Andersen,Man,Anglo,Some high school (did not complete),None-Control,,
373,Ryan Andersen,Man,Anglo,Some high school (did not complete),None-Control,,
374,Ryan Andersen,Man,Anglo,Some high school (did not complete),None-Control,,
375,Ryan Andersen,Man,Anglo,High School Diploma,16,,
376,Ryan Andersen,Man,Anglo,High School Diploma,16,,
377,Ryan Andersen,Man,Anglo,High School Diploma,16,,
378,Ryan Andersen,Man,Anglo,High School Diploma,30,,
379,Ryan Andersen,Man,Anglo,High School Diploma,30,,
380,Ryan Andersen,Man,Anglo,High School Diploma,30,,
381,Ryan Andersen,Man,Anglo,High School Diploma,45,,
382,Ryan Andersen,Man,Anglo,High School Diploma,45,,
383,Ryan Andersen,Man,Anglo,High School Diploma,45,,
384,Ryan Andersen,Man,Anglo,High School Diploma,65,,
385,Ryan Andersen,Man,Anglo,High School Diploma,65,,
386,Ryan Andersen,Man,Anglo,High School Diploma,65,,
387,Ryan Andersen,Man,Anglo,High School Diploma,None-Control,,
388,Ryan Andersen,Man,Anglo,High School Diploma,None-Control,,
389,Ryan Andersen,Man,Anglo,High School Diploma,None-Control,,
390,Ryan Andersen,Man,Anglo,Associate's Degree,16,,
391,Ryan Andersen,Man,Anglo,Associate's Degree,16,,
392,Ryan Andersen,Man,Anglo,Associate's Degree,16,,
393,Ryan Andersen,Man,Anglo,Associate's Degree,30,,
394,Ryan Andersen,Man,Anglo,Associate's Degree,30,,
395,Ryan Andersen,Man,Anglo,Associate's Degree,30,,
396,Ryan Andersen,Man,Anglo,Associate's Degree,45,,
397,Ryan Andersen,Man,Anglo,Associate's Degree,45,,
398,Ryan Andersen,Man,Anglo,Associate's Degree,45,,
399,Ryan Andersen,Man,Anglo,Associate's Degree,65,,
400,Ryan Andersen,Man,Anglo,Associate's Degree,65,,
401,Ryan Andersen,Man,Anglo,Associate's Degree,65,,
402,Ryan Andersen,Man,Anglo,Associate's Degree,None-Control,,
403,Ryan Andersen,Man,Anglo,Associate's Degree,None-Control,,
404,Ryan Andersen,Man,Anglo,Associate's Degree,None-Control,,
405,Ryan Andersen,Man,Anglo,Bachelor's Degree,16,,
406,Ryan Andersen,Man,Anglo,Bachelor's Degree,16,,
407,Ryan Andersen,Man,Anglo,Bachelor's Degree,16,,
408,Ryan Andersen,Man,Anglo,Bachelor's Degree,30,,
409,Ryan Andersen,Man,Anglo,Bachelor's Degree,30,,
410,Ryan Andersen,Man,Anglo,Bachelor's Degree,30,,
411,Ryan Andersen,Man,Anglo,Bachelor's Degree,45,,
412,Ryan Andersen,Man,Anglo,Bachelor's Degree,45,,
413,Ryan Andersen,Man,Anglo,Bachelor's Degree,45,,
414,Ryan Andersen,Man,Anglo,Bachelor's Degree,65,,
415,Ryan Andersen,Man,Anglo,Bachelor's Degree,65,,
416,Ryan Andersen,Man,Anglo,Bachelor's Degree,65,,
417,Ryan Andersen,Man,Anglo,Bachelor's Degree,None-Control,,
418,Ryan Andersen,Man,Anglo,Bachelor's Degree,None-Control,,
419,Ryan Andersen,Man,Anglo,Bachelor's Degree,None-Control,,
420,Ryan Andersen,Man,Anglo,Master's Degree,16,,
421,Ryan Andersen,Man,Anglo,Master's Degree,16,,
422,Ryan Andersen,Man,Anglo,Master's Degree,16,,
423,Ryan Andersen,Man,Anglo,Master's Degree,30,,
424,Ryan Andersen,Man,Anglo,Master's Degree,30,,
425,Ryan Andersen,Man,Anglo,Master's Degree,30,,
426,Ryan Andersen,Man,Anglo,Master's Degree,45,,
427,Ryan Andersen,Man,Anglo,Master's Degree,45,,
428,Ryan Andersen,Man,Anglo,Master's Degree,45,,
429,Ryan Andersen,Man,Anglo,Master's Degree,65,,
430,Ryan Andersen,Man,Anglo,Master's Degree,65,,
431,Ryan Andersen,Man,Anglo,Master's Degree,65,,
432,Ryan Andersen,Man,Anglo,Master's Degree,None-Control,,
433,Ryan Andersen,Man,Anglo,Master's Degree,None-Control,,
434,Ryan Andersen,Man,Anglo,Master's Degree,None-Control,,
435,Ryan Andersen,Man,Anglo,None-Control,16,,
436,Ryan Andersen,Man,Anglo,None-Control,16,,
437,Ryan Andersen,Man,Anglo,None-Control,16,,
438,Ryan Andersen,Man,Anglo,None-Control,30,,
439,Ryan Andersen,Man,Anglo,None-Control,30,,
440,Ryan Andersen,Man,Anglo,None-Control,30,,
441,Ryan Andersen,Man,Anglo,None-Control,45,,
442,Ryan Andersen,Man,Anglo,None-Control,45,,
443,Ryan Andersen,Man,Anglo,None-Control,45,,
444,Ryan Andersen,Man,Anglo,None-Control,65,,
445,Ryan Andersen,Man,Anglo,None-Control,65,,
